nombre,actividad_tipo,municipio_codigo,municipio_nombre,longitud,latitud,year
Rosario,bar,38022,Icod de los Vinos,-16.7181479,28.36832982,2018-01-01
Rosario,bar,38022,Icod de los Vinos,-16.7181479,28.36832982,2017-01-01
Rosario,bar,38022,Icod de los Vinos,-16.7181479,28.36832982,2016-01-01
Rosario,restaurante,38038,Santa Cruz de Tenerife,-16.30223944,28.44146828,2016-01-01
Rosario,restaurante,38038,Santa Cruz de Tenerife,-16.30223944,28.44146828,2017-01-01
Rosanna Gianmarino VV,vivienda vacacional,38017,Granadilla de Abona,-16.53525116,28.04848441,2017-01-01
Rosanna Gianmarino VV,vivienda vacacional,38017,Granadilla de Abona,-16.53525116,28.04848441,2018-01-01
Rosamar VV,vivienda vacacional,38006,Arona,-16.71355545,28.05035727,2016-01-01
Rosamar VV,vivienda vacacional,38006,Arona,-16.71361528,28.05041373,2017-01-01
Rosamar VV,vivienda vacacional,38006,Arona,-16.71361528,28.05041373,2016-01-01
Rosamar VV,vivienda vacacional,38006,Arona,-16.71356783,28.05041917,2019-01-01
Rosamar VV,vivienda vacacional,38006,Arona,-16.71355545,28.05035727,2017-01-01
Rosamar,restaurante,38006,Arona,-16.71338886,28.05032371,2017-01-01
Rosamar,restaurante,38006,Arona,-16.71338886,28.05032371,2016-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25220629,28.47149525,2016-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25220629,28.47149525,2017-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25223182,28.47147291,2016-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25226054,28.47145695,2018-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25226054,28.47145695,2017-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25226054,28.47145695,2016-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25223182,28.47147291,2018-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25220629,28.47149525,2018-01-01
Rosaly VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.25223182,28.47147291,2017-01-01
Rosalbe,bar,38038,Santa Cruz de Tenerife,-16.26057621,28.46717847,2016-01-01
Rosa Nieves,bar cafeteria,38006,Arona,-16.6555278,28.007318,2016-01-01
Rosa Muiña Creaciones,moda complementos taller,38038,Santa Cruz de Tenerife,-16.25688229,28.46229471,2016-01-01
Rosa Lidia,bar cafeteria,38038,Santa Cruz de Tenerife,-16.27200398,28.46738251,2016-01-01
Rosa,comercio otro tipo,38035,San Miguel,-16.60993743,28.05391904,2017-01-01
Rosa,bar,38043,Tacoronte,-16.4206103,28.51000577,2017-01-01
Rorro Kids,comercio otro tipo,38031,Los Realejos,-16.58411821,28.38029162,2023-01-01
Roraima,bar cafeteria,38023,La Laguna,-16.29947443,28.47357338,2017-01-01
Roque del Conde VV,vivienda vacacional,38001,Adeje,-16.72184772,28.09044107,2017-01-01
Roque del Conde VV,vivienda vacacional,38001,Adeje,-16.72184772,28.09044107,2016-01-01
Roque del Conde,restaurante,38006,Arona,-16.68678794,28.08246546,2016-01-01
Roque de las Animas,restaurante,38038,Santa Cruz de Tenerife,-16.21437045,28.56421518,2017-01-01
Roque de las Animas,restaurante,38038,Santa Cruz de Tenerife,-16.21437045,28.56421518,2016-01-01
Roque,bar cafeteria,38017,Granadilla de Abona,-16.577419,28.12285389,2017-01-01
Roque,bar cafeteria,38017,Granadilla de Abona,-16.577419,28.12285389,2016-01-01
Roquark Informatica,informatica telecomunicaciones,38026,La Orotava,-16.52041783,28.394663,2018-01-01
Roquark Informatica,informatica telecomunicaciones,38026,La Orotava,-16.52041783,28.394663,2017-01-01
Roquark Informatica,informatica telecomunicaciones,38026,La Orotava,-16.52041783,28.394663,2016-01-01
Ropa Rent,moda complementos,38011,Candelaria,-16.36876341,28.34410986,2018-01-01
Ropa Rent,moda complementos,38011,Candelaria,-16.36876341,28.34410986,2017-01-01
Ropa Rent,moda complementos,38011,Candelaria,-16.36876341,28.34410986,2016-01-01
Rooster's,restaurante,38035,San Miguel,-16.6002011,28.02834154,2017-01-01
Rooster's,bar,38040,Santiago del Teide,-16.8423945,28.23595615,2016-01-01
Room Dancing Club,discoteca,38035,San Miguel,-16.61970132,28.05008415,2017-01-01
Room Club,bar cafeteria,38026,La Orotava,-16.52179837,28.39083546,2016-01-01
Rooftops,bar,38006,Arona,-16.73192893,28.06536294,2016-01-01
Rooftops,bar,38006,Arona,-16.73192893,28.06536294,2019-01-01
Rooftops,bar,38006,Arona,-16.73192893,28.06536294,2018-01-01
Rooftops,bar,38006,Arona,-16.73192893,28.06536294,2017-01-01
Rood Cafe,bar cafeteria,38006,Arona,-16.73365493,28.05970056,2017-01-01
Rony Bacque IT,informador turistico,38006,Arona,-16.72692915,28.05377028,2017-01-01
Ronnie's,bar,38001,Adeje,-16.78278862,28.12879308,2017-01-01
Ronin Strike Airsoft Store,articulos deportivos,38006,Arona,-16.6711008,28.07402525,2017-01-01
Rong Cheng,restaurante,38006,Arona,-16.73274456,28.06083439,2017-01-01
Rong Chen Jin Lou,restaurante,38017,Granadilla de Abona,-16.557581,28.07746299,2016-01-01
Roney,moda complementos,38004,Arafo,-16.36933681,28.33389106,2018-01-01
Roney,moda complementos,38004,Arafo,-16.36933681,28.33389106,2016-01-01
Roney,moda complementos,38004,Arafo,-16.36933681,28.33389106,2017-01-01
Rompeolas,restaurante,38011,Candelaria,-16.3625481,28.36866939,2016-01-01
Rompeolas,articulos deportivos,38038,Santa Cruz de Tenerife,-16.26351204,28.46247601,2016-01-01
Rompeolas,articulos deportivos,38038,Santa Cruz de Tenerife,-16.25633192,28.45863187,2016-01-01
Romo,hogar muebles electrodomesticos decoracion,38035,San Miguel,-16.61913365,28.04920658,2017-01-01
Romero VV,vivienda vacacional,38011,Candelaria,-16.37550314,28.3553728,2018-01-01
Romero VV,vivienda vacacional,38011,Candelaria,-16.37550314,28.3553728,2017-01-01
Romantico,restaurante,38006,Arona,-16.73100185,28.06204278,2016-01-01
Romantico,restaurante,38006,Arona,-16.7186705,28.05169426,2016-01-01
Romantica,estudio fotografia,38031,Los Realejos,-16.57592063,28.39798605,2023-01-01
Roma Roca,bar cafeteria,38044,El Tanque,-16.782192,28.35574199,2016-01-01
Roma I,bar cafeteria,38006,Arona,-16.71807644,28.05163502,2016-01-01
Roma,restaurante,38006,Arona,-16.71449223,28.05010136,2016-01-01
Roma,restaurante,38038,Santa Cruz de Tenerife,-16.26001762,28.46903712,2016-01-01
Rolls Royce,bar,38006,Arona,-16.71332166,28.05491263,2016-01-01
Rolls Royce,bar,38006,Arona,-16.71332166,28.05491263,2017-01-01
Roller Pizza,restaurante pizzeria,38031,Los Realejos,-16.58343136,28.38449438,2023-01-01
Rok Plaza 3D VV,vivienda vacacional,38019,Guía de Isora,-16.82813398,28.20079841,2017-01-01
Rok Plaza 31 VV,vivienda vacacional,38019,Guía de Isora,-16.82817291,28.20080938,2017-01-01
Rok Plaza 2D VV,vivienda vacacional,38019,Guía de Isora,-16.8281075,28.20074351,2017-01-01
Rok Plaza 21 VV,vivienda vacacional,38019,Guía de Isora,-16.8281402,28.20075998,2017-01-01
Rok Plaza 1L VV,vivienda vacacional,38019,Guía de Isora,-16.82817447,28.20077919,2017-01-01
Rok Plaza 1D VV,vivienda vacacional,38019,Guía de Isora,-16.82820717,28.20079154,2017-01-01
Rok Plaza,alojamiento hotelero,38019,Guía de Isora,-16.82822897,28.20080664,2017-01-01
Rojos de Tenerife Beisbol Club,actividades deporte ocio,38011,Candelaria,-16.36430894,28.36627254,2018-01-01
Rodriguez,restaurante,38039,Santa Úrsula,-16.48546045,28.4216903,2016-01-01
Rodriguez,restaurante,38039,Santa Úrsula,-16.48546045,28.4216903,2017-01-01
Rodriguez,restaurante,38039,Santa Úrsula,-16.48546045,28.4216903,2018-01-01
Rodisa Tu Chuleton,restaurante,38004,Arafo,-16.36574006,28.33352538,2016-01-01
Roctrail,articulos deportivos,38031,Los Realejos,-16.57984324,28.39020186,2016-01-01
Rocodromo Granadilla,actividades deporte ocio,38017,Granadilla de Abona,-16.5752963,28.12208139,2016-01-01
Rocodromo El Muro,articulos deportivos,38023,La Laguna,-16.306108,28.4751019,2018-01-01
Rocodromo El Muro,articulos deportivos,38023,La Laguna,-16.306108,28.4751019,2016-01-01
Rocodromo El Muro,articulos deportivos,38023,La Laguna,-16.306108,28.4751019,2017-01-01
Rocodromo El Muro,articulos deportivos,38023,La Laguna,-16.306108,28.4751019,2019-01-01
Rocks Bar,bar,38006,Arona,-16.72224524,28.05185127,2016-01-01
Rocket Cafe,bar,38006,Arona,-16.65423224,28.00857523,2017-01-01
Rocket Cafe,bar,38006,Arona,-16.65423224,28.00857523,2016-01-01
Rockefeller,bar,38028,Puerto de la Cruz,-16.55321445,28.41512489,2016-01-01
Rock Spirit,moda complementos,38038,Santa Cruz de Tenerife,-16.24794183,28.46632443,2022-01-01
Rock Ball,bar,38040,Santiago del Teide,-16.84418495,28.23911064,2017-01-01
Rocio,bar,38006,Arona,-16.65391,28.07122321,2017-01-01
Rochil,alojamiento hotelero,38001,Adeje,-16.72406543,28.12131915,2019-01-01
Rochil,alojamiento hotelero,38001,Adeje,-16.72406543,28.12131915,2017-01-01
Rochil,alojamiento hotelero,38001,Adeje,-16.72406543,28.12131915,2018-01-01
Roche Bobois Adeje,hogar muebles electrodomesticos decoracion,38001,Adeje,-16.74327618,28.12754836,2017-01-01
Roche Bobois Adeje,hogar muebles electrodomesticos decoracion,38001,Adeje,-16.74330884,28.12752975,2017-01-01
Roche Bobois Adeje,hogar muebles electrodomesticos decoracion,38001,Adeje,-16.74308847,28.12765465,2017-01-01
Roche Bobois Adeje,hogar muebles electrodomesticos decoracion,38001,Adeje,-16.74319945,28.12759269,2017-01-01
Roche Bobois,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.24901459,28.47591061,2016-01-01
Rocco,moda complementos,38023,La Laguna,-16.31588316,28.4882675,2021-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38026,La Orotava,-16.54985849,28.39463163,2017-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38026,La Orotava,-16.54985849,28.39463163,2016-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.25189477,28.46866936,2016-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.25189477,28.46866936,2017-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.25189477,28.46866936,2018-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.25189477,28.46866936,2019-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.25189477,28.46866936,2020-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.25189477,28.46866936,2021-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.25189477,28.46866936,2022-01-01
Rocasa,hogar muebles electrodomesticos decoracion,38038,Santa Cruz de Tenerife,-16.30146638,28.42629076,2016-01-01
Rocas del Mar VV,vivienda vacacional,38006,Arona,-16.64502512,28.00530766,2018-01-01
Rocas del Mar VV,vivienda vacacional,38006,Arona,-16.64502512,28.00530766,2016-01-01
Rocas del Mar VV,vivienda vacacional,38006,Arona,-16.64502512,28.00530766,2017-01-01
Rocas de Mar VV,vivienda vacacional,38006,Arona,-16.64495157,28.0052073,2018-01-01
Rocas de Mar VV,vivienda vacacional,38006,Arona,-16.64489722,28.00512397,2020-01-01
Rocas de Mar VV,vivienda vacacional,38006,Arona,-16.64495157,28.0052073,2016-01-01
Rocas de Mar VV,vivienda vacacional,38006,Arona,-16.64495157,28.0052073,2017-01-01
Rocamar VV,vivienda vacacional,38039,Santa Úrsula,-16.4975635,28.42920395,2017-01-01
Rocamar VV,vivienda vacacional,38039,Santa Úrsula,-16.4975635,28.42920395,2018-01-01
Rocamar,bar,38006,Arona,-16.65508233,28.00774068,2016-01-01
Rocamar,bar,38006,Arona,-16.65508233,28.00774068,2017-01-01
Rocamar,restaurante,38015,Garachico,-16.76550559,28.37339161,2016-01-01
Roca Nivaria Gran Hotel IT,informador turistico,38001,Adeje,-16.7766252,28.12045231,2016-01-01
Roca Nivaria,alojamiento hotelero,38001,Adeje,-16.77754,28.12049299,2016-01-01
Roca Negra Sunset Club,bar cafeteria,38001,Adeje,-16.77647389,28.11801269,2017-01-01
Roca Negra Sunset Club,bar cafeteria,38001,Adeje,-16.77647389,28.11801269,2018-01-01
Roca Negra Sunset Club,bar cafeteria,38001,Adeje,-16.77647389,28.11801269,2019-01-01
Robinson Bar,bar,38006,Arona,-16.73331341,28.06051631,2017-01-01
Robinson,restaurante,38001,Adeje,-16.78327204,28.12755242,2017-01-01
Robinson,restaurante,38006,Arona,-16.72685542,28.05373702,2017-01-01
Robinson,restaurante,38006,Arona,-16.64587653,28.01134948,2016-01-01
Roberto Salvaia IT,informador turistico,38001,Adeje,-16.73195512,28.0707212,2017-01-01
Roberta Pesce VV,vivienda vacacional,38019,Guía de Isora,-16.81596389,28.18073146,2016-01-01
Roberta,restaurante,38006,Arona,-16.71962592,28.05113803,2016-01-01
Rivoli,bazar electronica,38038,Santa Cruz de Tenerife,-16.25000967,28.46701951,2022-01-01
Rivoli,bazar electronica,38038,Santa Cruz de Tenerife,-16.25000967,28.46701951,2016-01-01
Rivoli,bazar electronica,38038,Santa Cruz de Tenerife,-16.25000967,28.46701951,2017-01-01
Rivoli,bazar electronica,38038,Santa Cruz de Tenerife,-16.25000967,28.46701951,2018-01-01
Rivoli,bazar electronica,38038,Santa Cruz de Tenerife,-16.25000967,28.46701951,2019-01-01
Rivoli,bazar electronica,38038,Santa Cruz de Tenerife,-16.25000967,28.46701951,2020-01-01
Rivoli,bazar electronica,38038,Santa Cruz de Tenerife,-16.25000967,28.46701951,2021-01-01
Riverzar,hogar muebles electrodomesticos decoracion,38034,San Juan de la Rambla,-16.633778,28.37901699,2018-01-01
Riverzar,hogar muebles electrodomesticos decoracion,38034,San Juan de la Rambla,-16.633778,28.37901699,2019-01-01
Riverzar,hogar muebles electrodomesticos decoracion,38034,San Juan de la Rambla,-16.633778,28.37901699,2016-01-01
Riverzar,hogar muebles electrodomesticos decoracion,38034,San Juan de la Rambla,-16.633778,28.37901699,2017-01-01
Rivero,bar cafeteria hamburgueseria,38038,Santa Cruz de Tenerife,-16.19150737,28.50434539,2016-01-01
Rivarey,bar,38043,Tacoronte,-16.39560628,28.48649832,2017-01-01
Ritchey Rich,bar cafeteria,38001,Adeje,-16.73202026,28.07074472,2017-01-01
Ritazza,cafeteria,38017,Granadilla de Abona,-16.5778542,28.0466824,2016-01-01
Ritazza,cafeteria,38017,Granadilla de Abona,-16.5778542,28.0466824,2017-01-01
Ritazza,cafeteria,38017,Granadilla de Abona,-16.5778542,28.0466824,2018-01-01
Ritazza,cafeteria,38017,Granadilla de Abona,-16.57715979,28.04773391,2017-01-01
Ritazza,cafeteria,38017,Granadilla de Abona,-16.57715979,28.04773391,2018-01-01
Ritazza,cafeteria,38017,Granadilla de Abona,-16.57715979,28.04773391,2016-01-01
Rita Fotografia,estudio fotografia,38023,La Laguna,-16.28962894,28.46779394,2017-01-01
Rita Fotografia,estudio fotografia,38023,La Laguna,-16.28962894,28.46779394,2018-01-01
Rita Fotografia,estudio fotografia,38023,La Laguna,-16.28962894,28.46779394,2016-01-01
Ristta Thai Food,restaurante,38028,Puerto de la Cruz,-16.54717661,28.41604686,2022-01-01
Ristorante Norma,restaurante,38039,Santa Úrsula,-16.48859639,28.42782967,2018-01-01
Ristorante Norma,restaurante,38039,Santa Úrsula,-16.48859639,28.42782967,2017-01-01
Ristorante Norma,restaurante,38039,Santa Úrsula,-16.48859639,28.42782967,2016-01-01
Risitas Rally Team,actividades deporte ocio,38010,Buenavista del Norte,-16.85236393,28.3727069,2018-01-01
Risco Caido,restaurante,38026,La Orotava,-16.51389856,28.40300589,2017-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34619175,28.55443374,2017-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34619175,28.55443374,2018-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34618849,28.55444898,2018-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34618849,28.55444898,2017-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34618849,28.55444898,2016-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34616354,28.55445756,2018-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34619175,28.55443374,2016-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34616354,28.55445756,2016-01-01
Riomar VV,vivienda vacacional,38023,La Laguna,-16.34616354,28.55445756,2017-01-01
Rio Grande,restaurante,38006,Arona,-16.72235498,28.05195699,2016-01-01
Rio Extravagancia,perfumeria estetica complementos,38035,San Miguel,-16.61961397,28.05445226,2017-01-01
Rio Chico,comercio otro tipo,38023,La Laguna,-16.29069387,28.46404108,2016-01-01
Rinconcito de Valleseco,bar cafeteria,38038,Santa Cruz de Tenerife,-16.23729659,28.4873703,2017-01-01
Rinconcito de Valleseco,bar cafeteria,38038,Santa Cruz de Tenerife,-16.23729659,28.4873703,2016-01-01
Rinconcito Faelito,restaurante,38017,Granadilla de Abona,-16.592649,28.02884859,2016-01-01
Rinconcito Faelito,restaurante,38017,Granadilla de Abona,-16.592649,28.02884859,2017-01-01
Rinconcillo de Tabaiba,bar,38032,El Rosario,-16.33225015,28.40170811,2017-01-01
Rinconcillo de Tabaiba,bar,38032,El Rosario,-16.33225015,28.40170811,2018-01-01
Rinconcillo de Tabaiba,bar,38032,El Rosario,-16.33225015,28.40170811,2016-01-01
Rincon del pan,bar cafeteria,38023,La Laguna,-16.2862254,28.46778949,2018-01-01
Rincon del pan,bar cafeteria,38023,La Laguna,-16.2862254,28.46778949,2016-01-01
Rincon del pan,bar cafeteria,38023,La Laguna,-16.2862254,28.46778949,2017-01-01
Rincon del Pescador,bar cafeteria,38006,Arona,-16.6581825,28.00798465,2016-01-01
Rincon del Pescador,restaurante,38006,Arona,-16.72907739,28.05301623,2017-01-01
Rincon del Pan,bar cafeteria,38017,Granadilla de Abona,-16.55724673,28.07432845,2016-01-01
Rincon del Pan,bar cafeteria,38023,La Laguna,-16.29789472,28.44654581,2019-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25027352,28.46966251,2017-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.2577968,28.45803617,2016-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.2510998,28.46660157,2022-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.2510998,28.46660157,2021-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.2510998,28.46660157,2020-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.2510998,28.46660157,2019-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.2510998,28.46660157,2018-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.2510998,28.46660157,2017-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.2510998,28.46660157,2016-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.24364268,28.48022504,2018-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.24364268,28.48022504,2017-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.24364268,28.48022504,2016-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25027352,28.46966251,2016-01-01
Rincon del Pan,cafeteria,38038,Santa Cruz de Tenerife,-16.27062623,28.46657072,2016-01-01
Rincon del Pan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25192662,28.47239744,2016-01-01
Rincon del Mencey,cafeteria,38001,Adeje,-16.73363849,28.12126443,2018-01-01
Rincon del Mencey,cafeteria,38001,Adeje,-16.73363849,28.12126443,2017-01-01
Rincon del Marinero,restaurante,38006,Arona,-16.72042911,28.05010496,2016-01-01
Rincon del Mar,restaurante,38028,Puerto de la Cruz,-16.56494202,28.41071094,2016-01-01
Rincon del Mago Drago II,restaurante,38023,La Laguna,-16.28905001,28.51644612,2017-01-01
Rincon del Chamo,bar cafeteria,38022,Icod de los Vinos,-16.72028096,28.3670066,2017-01-01
Rincon de Pescadores,restaurante,38038,Santa Cruz de Tenerife,-16.19197451,28.5046121,2017-01-01
Rincon de Pescadores,restaurante,38038,Santa Cruz de Tenerife,-16.19197451,28.5046121,2016-01-01
Rincon de Pedro,restaurante,38038,Santa Cruz de Tenerife,-16.25515205,28.46038328,2016-01-01
Rincon de Lucio,bar cafeteria,38025,La Matanza,-16.45788232,28.44787375,2016-01-01
Rincon de Juba,restaurante,38006,Arona,-16.65874447,28.05000688,2017-01-01
Rincon de Izan,guachinche,38043,Tacoronte,-16.41322814,28.47684625,2018-01-01
Rincon de Candelaria VV,vivienda vacacional,38011,Candelaria,-16.36580747,28.36794039,2017-01-01
Rincon de Candelaria VV,vivienda vacacional,38011,Candelaria,-16.36580747,28.36794039,2018-01-01
Rincon de Candelaria VV,vivienda vacacional,38011,Candelaria,-16.36580747,28.36794039,2016-01-01
Rincon de Aranda,restaurante,38001,Adeje,-16.7323046,28.11753017,2017-01-01
Rincon de Anaga,restaurante,38038,Santa Cruz de Tenerife,-16.15559408,28.52400166,2016-01-01
Rincon de Anaga,restaurante,38038,Santa Cruz de Tenerife,-16.15559408,28.52400166,2018-01-01
Rincon de Anaga,restaurante,38038,Santa Cruz de Tenerife,-16.15559408,28.52400166,2017-01-01
Rincon Verde,bar,38040,Santiago del Teide,-16.8410457,28.24454963,2017-01-01
Rincon Parrandero,restaurante,38023,La Laguna,-16.32710417,28.46443261,2016-01-01
Rincon Palmero Daniloa,artesania y productos tradicionales,38038,Santa Cruz de Tenerife,-16.25237,28.46305999,2016-01-01
Rincon Palmero Daniloa,artesania y productos tradicionales,38038,Santa Cruz de Tenerife,-16.25237,28.46305999,2017-01-01
Rincon Palmero Daniloa,artesania y productos tradicionales,38038,Santa Cruz de Tenerife,-16.25237,28.46305999,2018-01-01
Rincon Palmero,restaurante,38040,Santiago del Teide,-16.81850071,28.27099485,2017-01-01
Rincon Palmero,restaurante,38040,Santiago del Teide,-16.81850071,28.27099485,2016-01-01
Rincon Norteño,restaurante,38031,Los Realejos,-16.58886264,28.38017209,2016-01-01
Rincon Norteño,restaurante,38031,Los Realejos,-16.58886264,28.38017209,2017-01-01
Rincon Marinero,bar cafeteria hamburgueseria,38005,Arico,-16.47026955,28.10914989,2016-01-01
Rincon Lagunero,bar cafeteria,38023,La Laguna,-16.31987,28.48995999,2016-01-01
Rincon Isleño,restaurante,38040,Santiago del Teide,-16.8374136,28.24106232,2017-01-01
Rincon El Varadero,restaurante,38001,Adeje,-16.75724382,28.10171539,2017-01-01
Rincon El Tio Francisco,bar cafeteria,38041,El Sauzal,-16.41676944,28.46043332,2017-01-01
Rincon El Tio Francisco,bar cafeteria,38041,El Sauzal,-16.41676944,28.46043332,2016-01-01
Rincon Criollo,restaurante,38001,Adeje,-16.7813493,28.12950098,2017-01-01
Rincon Canario,bar,38006,Arona,-16.66676026,28.01186062,2016-01-01
Rincon Canario,tasca,38011,Candelaria,-16.3767354,28.35413071,2017-01-01
Rincon Brasileño,restaurante,38043,Tacoronte,-16.39731759,28.46948355,2016-01-01
Rincon Brasileño,restaurante,38043,Tacoronte,-16.39731759,28.46948355,2017-01-01
Rincon Armenio,restaurante,38001,Adeje,-16.72957633,28.07290186,2017-01-01
Rincon,bar,38043,Tacoronte,-16.40226633,28.48720571,2017-01-01
Rincon,bar,38043,Tacoronte,-16.40226633,28.48720571,2018-01-01
Rimini,restaurante pizzeria,38038,Santa Cruz de Tenerife,-16.25692399,28.46662217,2016-01-01
Rilylab,zapateria calzado,38038,Santa Cruz de Tenerife,-16.25286901,28.46740562,2022-01-01
Ril,cafeteria,38006,Arona,-16.65529236,28.00770612,2016-01-01
Riki VV,vivienda vacacional,38006,Arona,-16.65368764,28.01953169,2016-01-01
Riki VV,vivienda vacacional,38006,Arona,-16.65368764,28.01953169,2018-01-01
Riki VV,vivienda vacacional,38006,Arona,-16.65368764,28.01953169,2017-01-01
Rikarepa,cafeteria,38038,Santa Cruz de Tenerife,-16.26249603,28.46367208,2017-01-01
Rikapera,bar cafeteria,38028,Puerto de la Cruz,-16.54980133,28.39887718,2017-01-01
Rikapera,bar cafeteria,38028,Puerto de la Cruz,-16.54980133,28.39887718,2016-01-01
Riina M Limatius IT,informador turistico,38001,Adeje,-16.72489232,28.08284206,2017-01-01
Riina M Limatius IT,informador turistico,38001,Adeje,-16.72489232,28.08284206,2016-01-01
Riina M Limatius IT,informador turistico,38001,Adeje,-16.72489232,28.08284206,2018-01-01
Rif Zapateria,zapateria calzado,38028,Puerto de la Cruz,-16.54733763,28.41712213,2022-01-01
Rif Zapateria,zapateria calzado,38028,Puerto de la Cruz,-16.54733763,28.41712213,2017-01-01
Rif Zapateria,zapateria calzado,38028,Puerto de la Cruz,-16.54733763,28.41712213,2018-01-01
Rif Zapateria,zapateria calzado,38028,Puerto de la Cruz,-16.54733763,28.41712213,2019-01-01
Rif Zapateria,zapateria calzado,38028,Puerto de la Cruz,-16.54733763,28.41712213,2020-01-01
Rif Zapateria,zapateria calzado,38028,Puerto de la Cruz,-16.54733763,28.41712213,2021-01-01
Rif Zapateria,zapateria calzado,38028,Puerto de la Cruz,-16.54733763,28.41712213,2016-01-01
Riegos El Valle,ferreteria,38004,Arafo,-16.37689142,28.32898693,2016-01-01
Riegos Canarias Importaciones,ferreteria,38038,Santa Cruz de Tenerife,-16.27469059,28.4461922,2017-01-01
Riegos Atlantico,ferreteria,38039,Santa Úrsula,-16.49968754,28.42191226,2016-01-01
Riegos Atlantico,ferreteria,38039,Santa Úrsula,-16.49968754,28.42191226,2018-01-01
Riegos Atlantico,ferreteria,38039,Santa Úrsula,-16.49968754,28.42191226,2017-01-01
Riders,comercio otro tipo,38019,Guía de Isora,-16.82670483,28.19996082,2016-01-01
Riders,comercio otro tipo,38019,Guía de Isora,-16.82670483,28.19996082,2017-01-01
Ricos,bar cafeteria,38006,Arona,-16.71848683,28.05156756,2016-01-01
Ricopollo,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25976502,28.46927773,2016-01-01
Rickys,perfumeria estetica complementos,38023,La Laguna,-16.31639992,28.48397806,2016-01-01
Rickys,perfumeria estetica complementos,38026,La Orotava,-16.54646936,28.3965792,2017-01-01
Rickys,perfumeria estetica complementos,38026,La Orotava,-16.54646936,28.3965792,2016-01-01
Rickys,perfumeria estetica complementos,38038,Santa Cruz de Tenerife,-16.30076577,28.42652173,2016-01-01
Ricky's,perfumeria estetica complementos,38022,Icod de los Vinos,-16.72159906,28.36896394,2017-01-01
Ricky's,perfumeria estetica complementos,38022,Icod de los Vinos,-16.72159906,28.36896394,2016-01-01
Ricky's,perfumeria estetica complementos,38022,Icod de los Vinos,-16.72159906,28.36896394,2018-01-01
Rick's Club,discoteca club,38023,La Laguna,-16.34908145,28.48952083,2016-01-01
Rick's Bar,bar,38001,Adeje,-16.74587202,28.09418811,2018-01-01
