nombre,actividad_tipo,municipio_codigo,municipio_nombre,longitud,latitud,year
Kebab Salad,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25263228,28.46833492,2018-01-01
Kebab Salad,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25263228,28.46833492,2019-01-01
Kebab Salad,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25263228,28.46833492,2020-01-01
Kebab Salad,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25263228,28.46833492,2021-01-01
Kebab Salad,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25263228,28.46833492,2022-01-01
Kebab Salad,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25263228,28.46833492,2017-01-01
Kebab Salad,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25263228,28.46833492,2016-01-01
Kebab House,bar cafeteria,38006,Arona,-16.6579978,28.00812919,2017-01-01
Kebab House,bar cafeteria,38006,Arona,-16.6579978,28.00812919,2016-01-01
Kebab Gold Sablon,bar,38006,Arona,-16.72889512,28.06583374,2017-01-01
Kebab Fried Chicken KFC,bar cafeteria,38006,Arona,-16.72734427,28.06189277,2017-01-01
Kebab Del Castillo,restaurante,38001,Adeje,-16.72753891,28.12303814,2017-01-01
Ke Precios,bazar multitienda estanco,38023,La Laguna,-16.30560968,28.44838933,2016-01-01
Kazan Japones,restaurante,38038,Santa Cruz de Tenerife,-16.24830494,28.46824135,2016-01-01
Kaz Bar,bar,38001,Adeje,-16.74561883,28.0935003,2017-01-01
Kaygan's Cafe,cafeteria,38006,Arona,-16.64109639,28.00773968,2017-01-01
Kaviar Restaurante & Lounge,restaurante,38006,Arona,-16.70724068,28.05247737,2016-01-01
Katy's,bar,38001,Adeje,-16.7320609,28.07087042,2017-01-01
Kati VV,vivienda vacacional,38020,Güimar,-16.37951826,28.28973922,2018-01-01
Kati VV,vivienda vacacional,38020,Güimar,-16.37951826,28.28973922,2016-01-01
Kati VV,vivienda vacacional,38020,Güimar,-16.37951826,28.28973922,2017-01-01
Kat Car,concesionario exposicion automocion,38051,La Victoria,-16.46706846,28.43604242,2018-01-01
Kat Car,concesionario exposicion automocion,38051,La Victoria,-16.46706846,28.43604242,2016-01-01
Kat Car,concesionario exposicion automocion,38051,La Victoria,-16.46706846,28.43604242,2023-01-01
Kat Car,concesionario exposicion automocion,38051,La Victoria,-16.46706846,28.43604242,2022-01-01
Kat Car,concesionario exposicion automocion,38051,La Victoria,-16.46706846,28.43604242,2021-01-01
Kat Car,concesionario exposicion automocion,38051,La Victoria,-16.46706846,28.43604242,2020-01-01
Kat Car,concesionario exposicion automocion,38051,La Victoria,-16.46706846,28.43604242,2019-01-01
Kat Car,concesionario exposicion automocion,38051,La Victoria,-16.46706846,28.43604242,2017-01-01
Kashmir II,restaurante,38001,Adeje,-16.73176865,28.0777863,2017-01-01
Kashmir,restaurante,38001,Adeje,-16.73169166,28.0775382,2017-01-01
Kashmir,restaurante,38006,Arona,-16.73381733,28.0608785,2017-01-01
Kasha,hogar textil,38026,La Orotava,-16.52044149,28.39450979,2018-01-01
Kasha,hogar textil,38026,La Orotava,-16.52044149,28.39450979,2016-01-01
Kasha,hogar textil,38026,La Orotava,-16.52044149,28.39450979,2017-01-01
Kasa Kuba VV,vivienda vacacional,38006,Arona,-16.69656497,28.02478945,2016-01-01
Kasa Kuba VV,vivienda vacacional,38006,Arona,-16.69656497,28.02478945,2018-01-01
Kasa Kuba VV,vivienda vacacional,38006,Arona,-16.69656497,28.02478945,2017-01-01
Kas Juanito,bar cafeteria,38026,La Orotava,-16.51916047,28.39344934,2017-01-01
Kas Juanito,bar cafeteria,38026,La Orotava,-16.51916047,28.39344934,2016-01-01
Karvia Passion Cocktail,bar cafeteria,38023,La Laguna,-16.31451811,28.48344993,2017-01-01
Karuna Complementos Playa,articulos deportivos,38017,Granadilla de Abona,-16.539817,28.04356229,2016-01-01
Karuna,electricidad electronica,38038,Santa Cruz de Tenerife,-16.24908101,28.46663229,2016-01-01
Karuna,electricidad electronica,38038,Santa Cruz de Tenerife,-16.24908101,28.46663229,2022-01-01
Karuna,electricidad electronica,38038,Santa Cruz de Tenerife,-16.24908101,28.46663229,2020-01-01
Karuna,electricidad electronica,38038,Santa Cruz de Tenerife,-16.24908101,28.46663229,2021-01-01
Karuna,electricidad electronica,38038,Santa Cruz de Tenerife,-16.24908101,28.46663229,2019-01-01
Karuna,electricidad electronica,38038,Santa Cruz de Tenerife,-16.24908101,28.46663229,2018-01-01
Karuna,electricidad electronica,38038,Santa Cruz de Tenerife,-16.24908101,28.46663229,2017-01-01
Karting N 1,restaurante,38001,Adeje,-16.73256572,28.1022037,2017-01-01
Karting Club Tenerife,restaurante,38006,Arona,-16.65110118,28.05158551,2018-01-01
Karting Club Tenerife,restaurante,38006,Arona,-16.65110118,28.05158551,2019-01-01
Karting Club Tenerife,restaurante,38006,Arona,-16.65110118,28.05158551,2017-01-01
Karting Club Tenerife,actividades deporte ocio,38006,Arona,-16.65156264,28.05145488,2016-01-01
Karting Club Tenerife,actividades deporte ocio,38006,Arona,-16.65156264,28.05145488,2017-01-01
Karting Canarias,actividades deporte ocio,38001,Adeje,-16.73262866,28.10227587,2017-01-01
Karting Canarias,actividades deporte ocio,38001,Adeje,-16.73262866,28.10227587,2016-01-01
Karting Canarias,actividades deporte ocio,38023,La Laguna,-16.34770246,28.4673726,2016-01-01
Karma,bar cafeteria,38006,Arona,-16.71892038,28.05137038,2016-01-01
Karlsan,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25367205,28.45788312,2016-01-01
Karl Et Gourmet,restaurante,38040,Santiago del Teide,-16.8423673,28.24612745,2016-01-01
Karissma,moda complementos,38038,Santa Cruz de Tenerife,-16.300192,28.44441799,2017-01-01
Karissma,moda complementos,38038,Santa Cruz de Tenerife,-16.300192,28.44441799,2018-01-01
Karissma,moda complementos,38038,Santa Cruz de Tenerife,-16.300192,28.44441799,2016-01-01
Karina Properties IT,informador turistico,38006,Arona,-16.73469994,28.05719109,2017-01-01
Karin & Punto,comercio otro tipo,38031,Los Realejos,-16.57732007,28.39744986,2023-01-01
Kari,restaurante,38028,Puerto de la Cruz,-16.5568717,28.4119069,2017-01-01
Kari,restaurante,38028,Puerto de la Cruz,-16.5568717,28.4119069,2016-01-01
Karelia Kids Shoes,zapateria calzado,38001,Adeje,-16.74112806,28.09107742,2019-01-01
Karel Brugmans VV,vivienda vacacional,38001,Adeje,-16.72480211,28.07594978,2017-01-01
Karel Brugmans VV,vivienda vacacional,38001,Adeje,-16.72480211,28.07594978,2018-01-01
Karel Brugmans VV,vivienda vacacional,38001,Adeje,-16.72480211,28.07594978,2016-01-01
Karate Canarias Studio,actividades deporte ocio,38031,Los Realejos,-16.58400815,28.38125427,2023-01-01
Karaoke Tropical,bar cafeteria,38040,Santiago del Teide,-16.84398503,28.23926602,2017-01-01
Karaoke Tropical,bar cafeteria,38040,Santiago del Teide,-16.84398503,28.23926602,2016-01-01
Karabuc 11,joyeria relojeria,38028,Puerto de la Cruz,-16.55163715,28.41531851,2022-01-01
Kapa Shop,moda complementos,38040,Santiago del Teide,-16.84094018,28.24699831,2016-01-01
Kaos,bazar multitienda estanco,38023,La Laguna,-16.316988,28.48888699,2018-01-01
Kaos,bazar multitienda estanco,38023,La Laguna,-16.316988,28.48888699,2017-01-01
Kaos,bazar multitienda estanco,38023,La Laguna,-16.316988,28.48888699,2016-01-01
Kaory,moda complementos,38026,La Orotava,-16.54900924,28.39569252,2016-01-01
Kaory,moda complementos,38026,La Orotava,-16.54900924,28.39569252,2017-01-01
Kantuta,restaurante tasca,38038,Santa Cruz de Tenerife,-16.25595221,28.46687837,2016-01-01
Kangurosport IT,informador turistico,38038,Santa Cruz de Tenerife,-16.25671773,28.46098406,2017-01-01
Kangurosport,agencia de viajes,38038,Santa Cruz de Tenerife,-16.25673345,28.46098783,2016-01-01
Kangurosport,agencia de viajes,38038,Santa Cruz de Tenerife,-16.25673345,28.46098783,2017-01-01
Kangoroo,bar,38006,Arona,-16.73199878,28.06533129,2019-01-01
Kangoroo,bar,38006,Arona,-16.73199878,28.06533129,2018-01-01
Kangoroo,bar,38006,Arona,-16.73199878,28.06533129,2017-01-01
Kangoroo,bar,38006,Arona,-16.73199878,28.06533129,2016-01-01
Kandela Kids,moda complementos infantil,38028,Puerto de la Cruz,-16.54871918,28.41604001,2022-01-01
Kanacar IT,informador turistico,38001,Adeje,-16.72292957,28.08882113,2016-01-01
Kanacar IT,informador turistico,38006,Arona,-16.72812131,28.06116592,2017-01-01
Kanacar IT,informador turistico,38006,Arona,-16.7289111,28.06155413,2017-01-01
Kanacar IT,informador turistico,38017,Granadilla de Abona,-16.52879017,28.05014351,2016-01-01
Kanacar IT,informador turistico,38017,Granadilla de Abona,-16.52879017,28.05014351,2017-01-01
Kanacar IT,informador turistico,38017,Granadilla de Abona,-16.52879017,28.05014351,2018-01-01
Kamps,bazar multitienda estanco,38006,Arona,-16.72230966,28.05189373,2016-01-01
Kaluna Beach Club,restaurante,38001,Adeje,-16.7353002,28.08147739,2017-01-01
Kaluha Pub,bar cafeteria pub,38038,Santa Cruz de Tenerife,-16.26155247,28.46679272,2018-01-01
Kaluha Pub,bar cafeteria pub,38038,Santa Cruz de Tenerife,-16.26155247,28.46679272,2017-01-01
Kaluha Pub,bar cafeteria pub,38038,Santa Cruz de Tenerife,-16.26155247,28.46679272,2016-01-01
Kalipso Multitienda,bazar multitienda estanco,38038,Santa Cruz de Tenerife,-16.27177483,28.46987849,2016-01-01
Kalinka IT,informador turistico,38006,Arona,-16.73224254,28.06006638,2017-01-01
Kalima,discoteca,38038,Santa Cruz de Tenerife,-16.28020236,28.44390274,2017-01-01
Kalani Shisha Bar,bar cafeteria,38001,Adeje,-16.725616,28.0873163,2019-01-01
Kaito Cafe,bar cafeteria,38006,Arona,-16.70718351,28.05263503,2016-01-01
Kairos Rent & Tours IT,informador turistico,38001,Adeje,-16.73061801,28.07257378,2016-01-01
Kai La Caleta,restaurante,38001,Adeje,-16.75585745,28.10122225,2019-01-01
Kafka El Escritor,restaurante,38028,Puerto de la Cruz,-16.55230882,28.41739903,2016-01-01
Kaebe,restaurante,38032,El Rosario,-16.321156,28.40116299,2016-01-01
Kactus House VV,vivienda vacacional,38023,La Laguna,-16.30526216,28.44845941,2017-01-01
Kactus House VV,vivienda vacacional,38023,La Laguna,-16.30526216,28.44845941,2018-01-01
Kactus,artesania y productos tradicionales,38023,La Laguna,-16.31957896,28.4901378,2021-01-01
Kabuga Sargents Pepper's,bar,38006,Arona,-16.73208279,28.06532713,2016-01-01
Kabuga,sala de fiestas,38006,Arona,-16.73311186,28.06055697,2017-01-01
Kabrera,moda complementos,38023,La Laguna,-16.28443261,28.46731463,2016-01-01
KR's,bar cafeteria,38038,Santa Cruz de Tenerife,-16.25767529,28.45853479,2017-01-01
KPrecios,moda complementos,38038,Santa Cruz de Tenerife,-16.319747,28.4348104,2016-01-01
KKao's,bazar multitienda estanco,38038,Santa Cruz de Tenerife,-16.25908571,28.46795926,2018-01-01
KKao's,bazar multitienda estanco,38038,Santa Cruz de Tenerife,-16.25908571,28.46795926,2016-01-01
KKao's,bazar multitienda estanco,38038,Santa Cruz de Tenerife,-16.25908571,28.46795926,2017-01-01
KIA Motor,concesionario exposicion automocion,38017,Granadilla de Abona,-16.557039,28.07114699,2018-01-01
KIA Motor,concesionario exposicion automocion,38017,Granadilla de Abona,-16.557039,28.07114699,2023-01-01
KIA Motor,concesionario exposicion automocion,38017,Granadilla de Abona,-16.557039,28.07114699,2022-01-01
KIA Motor,concesionario exposicion automocion,38017,Granadilla de Abona,-16.557039,28.07114699,2021-01-01
KIA Motor,concesionario exposicion automocion,38017,Granadilla de Abona,-16.557039,28.07114699,2020-01-01
KIA Motor,concesionario exposicion automocion,38017,Granadilla de Abona,-16.557039,28.07114699,2019-01-01
KIA Motor,concesionario exposicion automocion,38017,Granadilla de Abona,-16.557039,28.07114699,2017-01-01
KIA Motor,concesionario exposicion automocion,38017,Granadilla de Abona,-16.557039,28.07114699,2016-01-01
KFC,restaurante,38035,San Miguel,-16.61307017,28.05047691,2017-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25034093,28.46740724,2023-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25034093,28.46740724,2022-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25844691,28.45716528,2023-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25844691,28.45716528,2022-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25844691,28.45716528,2021-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25844691,28.45716528,2020-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25844691,28.45716528,2019-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25844691,28.45716528,2018-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25844691,28.45716528,2017-01-01
KFC,restaurante,38038,Santa Cruz de Tenerife,-16.25844691,28.45716528,2016-01-01
KD Vinoteca,bar cafeteria,38023,La Laguna,-16.31592191,28.48918673,2016-01-01
KD Vinoteca,bar cafeteria,38023,La Laguna,-16.31592191,28.48918673,2017-01-01
KD Vinoteca,bar cafeteria,38023,La Laguna,-16.31592191,28.48918673,2018-01-01
KD Gastrovinoteca,restaurante,38023,La Laguna,-16.31858791,28.49009426,2018-01-01
KD Gastrovinoteca,restaurante,38023,La Laguna,-16.31858791,28.49009426,2019-01-01
KD Gastrovinoteca,restaurante,38023,La Laguna,-16.316752,28.485327,2016-01-01
KD Gastrovinoteca,restaurante,38023,La Laguna,-16.31858791,28.49009426,2016-01-01
KD Gastrovinoteca,restaurante,38023,La Laguna,-16.31858791,28.49009426,2017-01-01
K9 Friend Of The Animal,mascotas,38019,Guía de Isora,-16.82757768,28.20101189,2016-01-01
K-Vegan,bar cafeteria,38006,Arona,-16.70686252,28.0529011,2019-01-01
K-Rosy,bar cafeteria,38035,San Miguel,-16.61960308,28.09840399,2016-01-01
K-Prichos,moda complementos,38038,Santa Cruz de Tenerife,-16.258528,28.45668599,2016-01-01
K-Pricho's,bar cafeteria,38001,Adeje,-16.72918936,28.12239863,2017-01-01
K-Maron Gastromar,restaurante,38038,Santa Cruz de Tenerife,-16.24814584,28.46881324,2016-01-01
K-Informatica,informatica telecomunicaciones,38031,Los Realejos,-16.57505202,28.39922177,2016-01-01
K-Informatica,informatica telecomunicaciones,38031,Los Realejos,-16.57505202,28.39922177,2019-01-01
K-Informatica,informatica telecomunicaciones,38031,Los Realejos,-16.57505202,28.39922177,2018-01-01
K-Informatica,informatica telecomunicaciones,38031,Los Realejos,-16.57505202,28.39922177,2017-01-01
K-Informatica,informatica telecomunicaciones,38031,Los Realejos,-16.57505202,28.39922177,2023-01-01
K-Informatica,informatica telecomunicaciones,38031,Los Realejos,-16.57505202,28.39922177,2022-01-01
K-Informatica,informatica telecomunicaciones,38031,Los Realejos,-16.57505202,28.39922177,2021-01-01
K-Informatica,informatica telecomunicaciones,38031,Los Realejos,-16.57505202,28.39922177,2020-01-01
Jyo,moda complementos,38038,Santa Cruz de Tenerife,-16.25188549,28.46799469,2022-01-01
Juventud,bar cafeteria,38001,Adeje,-16.73186015,28.11972557,2016-01-01
Juventud,bar,38006,Arona,-16.67064326,28.01123542,2016-01-01
Juventud,bar cafeteria,38035,San Miguel,-16.63608186,28.09348291,2017-01-01
Juventud,bar cafeteria,38035,San Miguel,-16.63608186,28.09348291,2016-01-01
Just Incoming Services,agencia de viajes,38006,Arona,-16.72612002,28.05657421,2017-01-01
Just Healty,bar cafeteria,38006,Arona,-16.73043068,28.0653333,2016-01-01
Just 20,actividades deporte ocio,38017,Granadilla de Abona,-16.5634775,28.0334251,2016-01-01
Just 20,actividades deporte ocio,38017,Granadilla de Abona,-16.5634775,28.0334251,2017-01-01
Jungle Park Zoo,actividades deporte ocio,38006,Arona,-16.69470171,28.08052796,2017-01-01
Jungle Fun,pub,38001,Adeje,-16.73592995,28.07845909,2017-01-01
Jume's Place,bar cafeteria,38001,Adeje,-16.73166174,28.08297469,2016-01-01
Jumbo Canarias,agencia de viajes,38001,Adeje,-16.72317516,28.08432899,2017-01-01
Jumbo,restaurante,38001,Adeje,-16.73588673,28.07861164,2017-01-01
Jumasa,ferreteria,38038,Santa Cruz de Tenerife,-16.28504806,28.4432043,2017-01-01
Jumasa,ferreteria,38038,Santa Cruz de Tenerife,-16.28522767,28.4430653,2017-01-01
Jumarpe,comercio otro tipo,38023,La Laguna,-16.30405878,28.45542889,2016-01-01
Julio Crespo Canarias,comercio otro tipo,38020,Güimar,-16.37551454,28.32492361,2016-01-01
Julio Crespo Canarias,comercio otro tipo,38020,Güimar,-16.37551454,28.32492361,2017-01-01
Julio Crespo Canarias,comercio otro tipo,38020,Güimar,-16.37551454,28.32492361,2018-01-01
Julio Cesar Palace,alojamiento hotelero,38006,Arona,-16.73087699,28.05422998,2017-01-01
Julio Cesar Palace,alojamiento hotelero,38006,Arona,-16.73087699,28.05422998,2016-01-01
Julieanne Cafe Chic,cafeteria,38001,Adeje,-16.73434602,28.08533972,2017-01-01
Juliana Kind Food,restaurante,38038,Santa Cruz de Tenerife,-16.24828026,28.46866838,2023-01-01
Juliana Kind Food,restaurante,38038,Santa Cruz de Tenerife,-16.24828026,28.46866838,2022-01-01
Julian Urbano,bar,38001,Adeje,-16.75770339,28.12838185,2017-01-01
Julia VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.19126207,28.50524013,2016-01-01
Julia VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.19126207,28.50524013,2017-01-01
Julia VV,vivienda vacacional,38038,Santa Cruz de Tenerife,-16.19126207,28.50524013,2018-01-01
Julia C Dellatto Learmouth IT,informador turistico,38001,Adeje,-16.72284172,28.08775923,2016-01-01
Julia C Dellatto Learmouth IT,informador turistico,38001,Adeje,-16.72284172,28.08775923,2017-01-01
Julia,bar cafeteria,38038,Santa Cruz de Tenerife,-16.27034806,28.4650528,2016-01-01
Juguetoon,jugueteria,38026,La Orotava,-16.54318218,28.39659856,2017-01-01
Juguetoon,jugueteria,38026,La Orotava,-16.5433261,28.39658243,2017-01-01
Juguetoon,jugueteria,38038,Santa Cruz de Tenerife,-16.25823265,28.4572373,2016-01-01
Jugueterias Arvelo,jugueteria,38011,Candelaria,-16.36638853,28.3643701,2016-01-01
Jugueterias Arvelo,jugueteria,38023,La Laguna,-16.31572263,28.48595516,2021-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.299933,28.44461399,2018-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.299933,28.44461399,2016-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.299933,28.44461399,2017-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.257524,28.467597,2018-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.257524,28.467597,2017-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.257524,28.467597,2016-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.258011,28.45721299,2016-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.251885,28.4667339,2022-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.251885,28.4667339,2021-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.251885,28.4667339,2020-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.251885,28.4667339,2019-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.251885,28.4667339,2018-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.251885,28.4667339,2017-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.251885,28.4667339,2016-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.299977,28.44456199,2018-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.299977,28.44456199,2017-01-01
Jugueterias Arvelo,jugueteria,38038,Santa Cruz de Tenerife,-16.299977,28.44456199,2016-01-01
Jugueteria Pilla-Pilla,jugueteria,38046,Tegueste,-16.338545,28.52304499,2016-01-01
Jugueteria Nikki,jugueteria,38023,La Laguna,-16.3006624,28.45947138,2017-01-01
Jugueteria Nikki,jugueteria,38023,La Laguna,-16.30084809,28.46037503,2016-01-01
Jugueteria Nikki,jugueteria,38023,La Laguna,-16.30084809,28.46037503,2017-01-01
Jugueteria Nikki,jugueteria,38023,La Laguna,-16.30084809,28.46037503,2018-01-01
Jugueteria Nikki,jugueteria,38026,La Orotava,-16.54491988,28.39640994,2017-01-01
Jugueteria Nikki,jugueteria,38026,La Orotava,-16.54475981,28.39642819,2017-01-01
Jugueteria Nikki,jugueteria,38035,San Miguel,-16.61562282,28.05234295,2017-01-01
Jugueteria Nikki,jugueteria,38038,Santa Cruz de Tenerife,-16.25795194,28.45799031,2016-01-01
Jugueteria Nikki,jugueteria,38038,Santa Cruz de Tenerife,-16.25126347,28.47045341,2017-01-01
Jugueteria Nikki,jugueteria,38038,Santa Cruz de Tenerife,-16.25126347,28.47045341,2016-01-01
Jugueteria Ilusiones Mimate,jugueteria,38046,Tegueste,-16.336958,28.52219999,2016-01-01
Jugueteria Gallardo,jugueteria,38031,Los Realejos,-16.57753522,28.39745591,2019-01-01
Jugueteria Gallardo,jugueteria,38031,Los Realejos,-16.57753522,28.39745591,2016-01-01
Jugueteria Gallardo,jugueteria,38031,Los Realejos,-16.57753522,28.39745591,2017-01-01
Jugueteria Gallardo,jugueteria,38031,Los Realejos,-16.57753522,28.39745591,2018-01-01
Jugueteria Gallardo,jugueteria,38031,Los Realejos,-16.57753522,28.39745591,2023-01-01
Jugueteria Gallardo,jugueteria,38031,Los Realejos,-16.57753522,28.39745591,2022-01-01
Jugueteria Gallardo,jugueteria,38031,Los Realejos,-16.57753522,28.39745591,2021-01-01
Jugueteria Gallardo,jugueteria,38031,Los Realejos,-16.57753522,28.39745591,2020-01-01
Jugueteria Cafran,jugueteria,38039,Santa Úrsula,-16.48978505,28.42564111,2016-01-01
Jugueteria Cafran,jugueteria,38039,Santa Úrsula,-16.48978505,28.42564111,2018-01-01
Jugueteria Cafran,jugueteria,38039,Santa Úrsula,-16.48978505,28.42564111,2017-01-01
Jugueteria Bebes,jugueteria,38017,Granadilla de Abona,-16.557851,28.07759599,2016-01-01
Jugueteria Bazar Peluche,jugueteria,38020,Güimar,-16.41013076,28.31517118,2016-01-01
Jugueetria El Cohete,jugueteria,38041,El Sauzal,-16.43397778,28.48033888,2016-01-01
Judith,bar cafeteria zumeria,38001,Adeje,-16.77557293,28.12056852,2016-01-01
Jucafe,restaurante,38038,Santa Cruz de Tenerife,-16.24399192,28.47854533,2016-01-01
Jubar,bar cafeteria,38020,Güimar,-16.411739,28.31300899,2016-01-01
Juanma Rodriguez IT,informador turistico,38005,Arico,-16.4741758,28.10561064,2016-01-01
Juanito,moda complementos,38006,Arona,-16.68216084,28.0982215,2016-01-01
Juanito,zapateria calzado,38023,La Laguna,-16.316097,28.48838699,2016-01-01
Juanito,zapateria calzado,38023,La Laguna,-16.316097,28.48838699,2019-01-01
Juanito,zapateria calzado,38023,La Laguna,-16.316097,28.48838699,2018-01-01
Juanito,zapateria calzado,38023,La Laguna,-16.316097,28.48838699,2017-01-01
Juanito,zapateria calzado,38023,La Laguna,-16.316097,28.48838699,2021-01-01
Juanito,zapateria calzado,38023,La Laguna,-16.316097,28.48838699,2020-01-01
Juaninara,bar,38006,Arona,-16.67167713,28.01210205,2017-01-01
Juan y Claudio,bar cafeteria,38006,Arona,-16.71598114,28.05086858,2017-01-01
Juan y Claudio,bar cafeteria,38006,Arona,-16.71598114,28.05086858,2016-01-01
Juan Pedro,restaurante,38001,Adeje,-16.75686175,28.14156718,2016-01-01
Juan Nuñez,comercio otro tipo,38038,Santa Cruz de Tenerife,-16.25166553,28.46231443,2016-01-01
Juan Nuñez,comercio otro tipo,38038,Santa Cruz de Tenerife,-16.25166553,28.46231443,2017-01-01
Juan Nuñez,comercio otro tipo,38038,Santa Cruz de Tenerife,-16.25166553,28.46231443,2018-01-01
Juan Luis,bar,38019,Guía de Isora,-16.7433571,28.17484298,2017-01-01
Juan Luis,bar,38019,Guía de Isora,-16.7433571,28.17484298,2016-01-01
Juan Lanas,restaurante,38040,Santiago del Teide,-16.84118029,28.23169335,2017-01-01
Juan Lanas,restaurante,38040,Santiago del Teide,-16.84118029,28.23169335,2016-01-01
Juan Jose Fernandez Ruiloba VV,vivienda vacacional,38001,Adeje,-16.78256758,28.12927273,2017-01-01
Juan Jose Brito,bar,38023,La Laguna,-16.31316816,28.48197989,2016-01-01
Juan Jose Brito,bar,38023,La Laguna,-16.31316816,28.48197989,2018-01-01
Juan Jose Brito,bar,38023,La Laguna,-16.31316816,28.48197989,2017-01-01
Juan Hernandez,bar,38023,La Laguna,-16.31286297,28.4838401,2017-01-01
Juan Guardia Morales e Hijos,hogar muebles electrodomesticos decoracion,38026,La Orotava,-16.52047596,28.39223275,2016-01-01
Juan Guardia Morales e Hijos,hogar muebles electrodomesticos decoracion,38026,La Orotava,-16.52047596,28.39223275,2017-01-01
Juan Damaso Sport Center,actividades deporte ocio,38001,Adeje,-16.72788019,28.07799868,2018-01-01
Juan Acosta Handling IT,informador turistico,38038,Santa Cruz de Tenerife,-16.25518537,28.46812176,2017-01-01
Joyería Blue Spirit,joyeria relojeria,38028,Puerto de la Cruz,-16.55039859,28.41632483,2022-01-01
Joyerias Te Quiero,joyeria relojeria,38017,Granadilla de Abona,-16.557606,28.07764899,2016-01-01
Joyerias Te Quiero,joyeria relojeria,38023,La Laguna,-16.317092,28.48378399,2016-01-01
Joyerias Te Quiero,joyeria relojeria,38028,Puerto de la Cruz,-16.55142671,28.41460163,2019-01-01
Joyerias Te Quiero,joyeria relojeria,38028,Puerto de la Cruz,-16.55142671,28.41460163,2018-01-01
Joyerias Te Quiero,joyeria relojeria,38028,Puerto de la Cruz,-16.55142671,28.41460163,2017-01-01
Joyerias Te Quiero,joyeria relojeria,38028,Puerto de la Cruz,-16.55142671,28.41460163,2016-01-01
Joyerias Te Quiero,joyeria relojeria,38028,Puerto de la Cruz,-16.55142671,28.41460163,2022-01-01
Joyerias Te Quiero,joyeria relojeria,38028,Puerto de la Cruz,-16.55142671,28.41460163,2021-01-01
Joyerias Te Quiero,joyeria relojeria,38028,Puerto de la Cruz,-16.55142671,28.41460163,2020-01-01
Joyerias Te Quiero,joyeria relojeria,38035,San Miguel,-16.63159521,28.03872649,2017-01-01
Joyerias Te Quiero,joyeria relojeria,38035,San Miguel,-16.63159521,28.03872649,2016-01-01
Joyerias Te Quiero,joyeria relojeria,38038,Santa Cruz de Tenerife,-16.24801758,28.46771696,2017-01-01
Joyerias Te Quiero,joyeria relojeria,38038,Santa Cruz de Tenerife,-16.299994,28.44424299,2018-01-01
Joyerias Te Quiero,joyeria relojeria,38038,Santa Cruz de Tenerife,-16.299994,28.44424299,2017-01-01
Joyerias Te Quiero,joyeria relojeria,38038,Santa Cruz de Tenerife,-16.299994,28.44424299,2016-01-01
Joyerias Te Quiero,joyeria relojeria,38038,Santa Cruz de Tenerife,-16.24801758,28.46771696,2016-01-01
Joyerias Te Quiero,joyeria relojeria,38038,Santa Cruz de Tenerife,-16.299963,28.44432499,2018-01-01
Joyerias Te Quiero,joyeria relojeria,38038,Santa Cruz de Tenerife,-16.299963,28.44432499,2017-01-01
