
Balances trimestrales de criminalidad - 2018. 4º Trimestre
Indicadores de seguridad 2018 - 4º Trimestre por geografía, tipología  penal y periodos.
Unidades: Hechos conocidos

;TOTAL INFRACCIONES PENALES;
;Enero-diciembre 2018;
- Municipio de Adeje;5075.0;
- Municipio de Arona;5028.0;
- Municipio de Granadilla de Abona;1798.0;
- Municipio de San Cristóbal de La Laguna;5585.0;
- Municipio de Orotava (La);1669.0;
- Municipio de Puerto de la Cruz;2009.0;
- Municipio de Realejos (Los);733.0;
- Municipio de Santa Cruz de Tenerife;9162.0;
Notas:
(*) Se computan datos provenientes de las Fuerzas y Cuerpos de  Seguridad del Estado, policías autonómicas y policías locales que  proporcionan datos al Sistema Estadístico de Criminalidad.            
                      
 (**) Indicadores estadísticos de criminalidad utilizados por la  Oficina Estadística Europea (EUROSTAT).                     
   
 (***) Los datos de 2018 están pendientes de consolidar.  
Fuente: Ministerio del Interior
