
Balances trimestrales de criminalidad - 2019. 4º Trimestre
Indicadores de seguridad 2019 - 4º Trimestre por geografía, tipología  penal y periodos.
Unidades: Hechos conocidos

;TOTAL INFRACCIONES PENALES;
;Enero-diciembre 2019;
- Municipio de Adeje;4923.0;
- Municipio de Arona;4832.0;
- Municipio de Granadilla de Abona;2011.0;
- Municipio de San Cristóbal de La Laguna;6113.0;
- Municipio de Orotava (La);1577.0;
- Municipio de Puerto de la Cruz;1958.0;
- Municipio de Realejos (Los);830.0;
- Municipio de Santa Cruz de Tenerife;9836.0;
Notas:
(*) Se computan datos provenientes de las Fuerzas y Cuerpos de  Seguridad del Estado, policías autonómicas y policías locales que  proporcionan datos al Sistema Estadístico de Criminalidad.            
                                  
 (**) Indicadores estadísticos de criminalidad utilizados por la  Oficina Estadística Europea (EUROSTAT).        
  
 (***) Los datos del año 2019 están pendientes de consolidar.
Fuente: Ministerio del Interior
